
=======================================================
[INFO] TANGGAL & WAKTU EKSEKUSI SIMULASI : 2026-06-10 00:36:07
=======================================================

=======================================================
[INFO] Skenario Range / Pathloss Degradation (Wi-Fi 6)
=======================================================
Simulasi ini dirancang untuk menguji ketahanan dan jangkauan sinyal Wi-Fi 6 terhadap degradasi jarak (range/pathloss degradation test). Tujuannya adalah untuk mengamati bagaimana performa jaringan — mulai dari kekuatan sinyal, kecepatan unduh, keterlambatan, hingga tingkat kehilangan paket — berubah secara bertahap ketika sebuah perangkat klien bergerak semakin menjauh dari titik akses.

Secara konseptual, simulasi ini dapat dibayangkan sebagai sebuah eksperimen di mana sebuah Access Point (AP) Wi-Fi 6 dipasang pada posisi tetap, sementara satu buah laptop atau perangkat klien dibawa berjalan menjauh secara perlahan. Pengukuran dilakukan secara terus-menerus di sepanjang lintasan untuk merekam proses pelemahan sinyal dan penurunan kualitas komunikasi seiring bertambahnya jarak antara klien dan AP.

Jarak pengujian dimulai dari 1 meter hingga mencapai batas maksimum 300 meter. Dengan pendekatan ini, simulasi dapat memberikan gambaran menyeluruh tentang batas jangkauan efektif Wi-Fi 6 serta profil degradasi performanya dalam kondisi yang mendekati lingkungan nyata, lengkap dengan pengaruh redaman akibat obstacles.
=======================================================
[SPESIFIKASI SIMULASI]
- Standar Wi-Fi     : Wi-Fi 6 (802.11ax)
- Konfigurasi MIMO  : 8x8 Spatial Streams
- Fitur Spesial     : Single-Link (Non-MLO)
    * Link 0        : Frekuensi 5 GHz (Lebar Pita 160 MHz)
- Tx Power          : 20.0 dBm
- Rate Adaptation   : IdealWifiManager (Otomatis menyesuaikan hingga 1024-QAM)
- Propagation Model : HybridBuildingsPropagationLossModel (Redaman Tembok/Indoor)
- Jarak Uji         : 0 hingga 650 meter
=======================================================

[INFO] Waktu: 0.2s | Jarak: 1 m | RSSI: -5.71343 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 0
[INFO] Waktu: 26.6s | Jarak: 265 m | RSSI: -54.809 dBm | Tput: 2417.14 Mbps | Delay: 63.058 ms | Jitter: 0.00419989 ms | Drop: 43817
[INFO] Waktu: 26.8s | Jarak: 267 m | RSSI: -54.8743 dBm | Tput: 2397.24 Mbps | Delay: 63.3744 ms | Jitter: 0.00427389 ms | Drop: 44208
[INFO] Waktu: 27s | Jarak: 269 m | RSSI: -54.9392 dBm | Tput: 2402.95 Mbps | Delay: 63.3578 ms | Jitter: 0.00426194 ms | Drop: 44143
[INFO] Waktu: 27.2s | Jarak: 271 m | RSSI: -55.0035 dBm | Tput: 2399.42 Mbps | Delay: 63.4594 ms | Jitter: 0.00428866 ms | Drop: 44197
[INFO] Waktu: 27.4s | Jarak: 273 m | RSSI: -55.0674 dBm | Tput: 2396.65 Mbps | Delay: 63.3892 ms | Jitter: 0.00427311 ms | Drop: 44180
[INFO] Waktu: 27.6s | Jarak: 275 m | RSSI: -55.1308 dBm | Tput: 2414.73 Mbps | Delay: 63.0778 ms | Jitter: 0.00421368 ms | Drop: 43914
[INFO] Waktu: 27.8s | Jarak: 277 m | RSSI: -55.1937 dBm | Tput: 2393.65 Mbps | Delay: 63.5286 ms | Jitter: 0.00431056 ms | Drop: 44310
[INFO] Waktu: 28s | Jarak: 279 m | RSSI: -55.2562 dBm | Tput: 2405.42 Mbps | Delay: 63.3107 ms | Jitter: 0.00424545 ms | Drop: 44012
[INFO] Waktu: 28.2s | Jarak: 281 m | RSSI: -55.3182 dBm | Tput: 2415.61 Mbps | Delay: 63.0239 ms | Jitter: 0.00420849 ms | Drop: 43950
[INFO] Waktu: 28.4s | Jarak: 283 m | RSSI: -55.3798 dBm | Tput: 2397.3 Mbps | Delay: 63.4228 ms | Jitter: 0.00431167 ms | Drop: 44196
[INFO] Waktu: 28.6s | Jarak: 285 m | RSSI: -55.441 dBm | Tput: 2412.2 Mbps | Delay: 63.0475 ms | Jitter: 0.00421187 ms | Drop: 43966
[INFO] Waktu: 28.8s | Jarak: 287 m | RSSI: -55.5017 dBm | Tput: 2406.78 Mbps | Delay: 63.2443 ms | Jitter: 0.00424425 ms | Drop: 44006
[INFO] Waktu: 29s | Jarak: 289 m | RSSI: -55.5621 dBm | Tput: 2404.36 Mbps | Delay: 63.3231 ms | Jitter: 0.00426132 ms | Drop: 44169
[INFO] Waktu: 29.2s | Jarak: 291 m | RSSI: -55.622 dBm | Tput: 2401.13 Mbps | Delay: 63.3282 ms | Jitter: 0.00425824 ms | Drop: 44092
[INFO] Waktu: 29.4s | Jarak: 293 m | RSSI: -55.6815 dBm | Tput: 2414.67 Mbps | Delay: 63.0617 ms | Jitter: 0.00420909 ms | Drop: 43897
[INFO] Waktu: 29.6s | Jarak: 295 m | RSSI: -55.7406 dBm | Tput: 2409.19 Mbps | Delay: 63.1248 ms | Jitter: 0.00422734 ms | Drop: 43991
[INFO] Waktu: 29.8s | Jarak: 297 m | RSSI: -55.7992 dBm | Tput: 2403.66 Mbps | Delay: 63.2887 ms | Jitter: 0.00424788 ms | Drop: 44151
[INFO] Waktu: 30s | Jarak: 299 m | RSSI: -55.8575 dBm | Tput: 2408.96 Mbps | Delay: 63.153 ms | Jitter: 0.00423443 ms | Drop: 43966
[INFO] Waktu: 30.2s | Jarak: 301 m | RSSI: -55.9154 dBm | Tput: 2402.6 Mbps | Delay: 63.3146 ms | Jitter: 0.0042656 ms | Drop: 44182
[INFO] Waktu: 30.4s | Jarak: 303 m | RSSI: -55.973 dBm | Tput: 2404.01 Mbps | Delay: 63.248 ms | Jitter: 0.0042467 ms | Drop: 44030
[INFO] Waktu: 30.6s | Jarak: 305 m | RSSI: -56.0301 dBm | Tput: 2412.49 Mbps | Delay: 63.1238 ms | Jitter: 0.00423337 ms | Drop: 44034
[INFO] Waktu: 30.8s | Jarak: 307 m | RSSI: -56.0869 dBm | Tput: 2395.12 Mbps | Delay: 63.4043 ms | Jitter: 0.00428087 ms | Drop: 44246
[INFO] Waktu: 31s | Jarak: 309 m | RSSI: -56.1433 dBm | Tput: 2406.43 Mbps | Delay: 63.2204 ms | Jitter: 0.00424825 ms | Drop: 43984
[INFO] Waktu: 31.2s | Jarak: 311 m | RSSI: -56.1993 dBm | Tput: 2397.77 Mbps | Delay: 63.3614 ms | Jitter: 0.00431291 ms | Drop: 44195
[INFO] Waktu: 31.4s | Jarak: 313 m | RSSI: -56.255 dBm | Tput: 2417.02 Mbps | Delay: 63.055 ms | Jitter: 0.00422244 ms | Drop: 43915
[INFO] Waktu: 31.6s | Jarak: 315 m | RSSI: -56.3103 dBm | Tput: 2401.13 Mbps | Delay: 63.2806 ms | Jitter: 0.00425201 ms | Drop: 44106
[INFO] Waktu: 31.8s | Jarak: 317 m | RSSI: -56.3653 dBm | Tput: 2394.3 Mbps | Delay: 63.4926 ms | Jitter: 0.00436834 ms | Drop: 44278
[INFO] Waktu: 32s | Jarak: 319 m | RSSI: -56.4199 dBm | Tput: 2399.3 Mbps | Delay: 63.3258 ms | Jitter: 0.00431669 ms | Drop: 44212
[INFO] Waktu: 32.2s | Jarak: 321 m | RSSI: -56.4742 dBm | Tput: 2406.78 Mbps | Delay: 63.2787 ms | Jitter: 0.00426592 ms | Drop: 44042
[INFO] Waktu: 32.4s | Jarak: 323 m | RSSI: -56.5282 dBm | Tput: 2410.55 Mbps | Delay: 63.1901 ms | Jitter: 0.00429566 ms | Drop: 43991
[INFO] Waktu: 32.6s | Jarak: 325 m | RSSI: -56.5818 dBm | Tput: 2399.54 Mbps | Delay: 63.3425 ms | Jitter: 0.00428939 ms | Drop: 44152
[INFO] Waktu: 32.8s | Jarak: 327 m | RSSI: -56.6351 dBm | Tput: 2388 Mbps | Delay: 63.5702 ms | Jitter: 0.00444632 ms | Drop: 44357
[INFO] Waktu: 33s | Jarak: 329 m | RSSI: -56.688 dBm | Tput: 2398.54 Mbps | Delay: 63.3045 ms | Jitter: 0.00434896 ms | Drop: 44180
[INFO] Waktu: 33.2s | Jarak: 331 m | RSSI: -56.7407 dBm | Tput: 2401.95 Mbps | Delay: 63.4649 ms | Jitter: 0.00429864 ms | Drop: 44175
[INFO] Waktu: 33.4s | Jarak: 333 m | RSSI: -56.793 dBm | Tput: 2383.87 Mbps | Delay: 63.5984 ms | Jitter: 0.00451822 ms | Drop: 44395
[INFO] Waktu: 33.6s | Jarak: 335 m | RSSI: -56.845 dBm | Tput: 2377.46 Mbps | Delay: 63.7462 ms | Jitter: 0.00451306 ms | Drop: 44596
[INFO] Waktu: 33.8s | Jarak: 337 m | RSSI: -56.8967 dBm | Tput: 2381.46 Mbps | Delay: 63.7889 ms | Jitter: 0.00463691 ms | Drop: 44475
[INFO] Waktu: 34s | Jarak: 339 m | RSSI: -56.9481 dBm | Tput: 2382.81 Mbps | Delay: 63.7584 ms | Jitter: 0.00450815 ms | Drop: 44431
[INFO] Waktu: 34.2s | Jarak: 341 m | RSSI: -56.9992 dBm | Tput: 2378.52 Mbps | Delay: 63.7235 ms | Jitter: 0.00460055 ms | Drop: 44571
[INFO] Waktu: 34.4s | Jarak: 343 m | RSSI: -57.05 dBm | Tput: 2360.56 Mbps | Delay: 64.1222 ms | Jitter: 0.00486567 ms | Drop: 44767
[INFO] Waktu: 34.6s | Jarak: 345 m | RSSI: -57.1005 dBm | Tput: 2362.03 Mbps | Delay: 64.1417 ms | Jitter: 0.00492662 ms | Drop: 44874
[INFO] Waktu: 34.8s | Jarak: 347 m | RSSI: -57.1507 dBm | Tput: 2382.11 Mbps | Delay: 63.8671 ms | Jitter: 0.00464754 ms | Drop: 44443
[INFO] Waktu: 35s | Jarak: 349 m | RSSI: -57.2006 dBm | Tput: 2348.78 Mbps | Delay: 64.3079 ms | Jitter: 0.00507936 ms | Drop: 45030
[INFO] Waktu: 35.2s | Jarak: 351 m | RSSI: -57.2503 dBm | Tput: 2326.23 Mbps | Delay: 64.9381 ms | Jitter: 0.00533305 ms | Drop: 45453
[INFO] Waktu: 35.4s | Jarak: 353 m | RSSI: -57.2996 dBm | Tput: 2320.05 Mbps | Delay: 64.9365 ms | Jitter: 0.00550706 ms | Drop: 45385
[INFO] Waktu: 35.6s | Jarak: 355 m | RSSI: -57.3487 dBm | Tput: 2318.16 Mbps | Delay: 65.2814 ms | Jitter: 0.00544121 ms | Drop: 45679
[INFO] Waktu: 35.8s | Jarak: 357 m | RSSI: -57.3975 dBm | Tput: 2321.34 Mbps | Delay: 65.0568 ms | Jitter: 0.00549701 ms | Drop: 45432
[INFO] Waktu: 36s | Jarak: 359 m | RSSI: -57.446 dBm | Tput: 2306.04 Mbps | Delay: 65.4545 ms | Jitter: 0.00574433 ms | Drop: 45784
[INFO] Waktu: 36.2s | Jarak: 361 m | RSSI: -57.4943 dBm | Tput: 2270.65 Mbps | Delay: 66.2897 ms | Jitter: 0.00622076 ms | Drop: 46448
[INFO] Waktu: 36.4s | Jarak: 363 m | RSSI: -57.5422 dBm | Tput: 2233.73 Mbps | Delay: 67.0434 ms | Jitter: 0.00663803 ms | Drop: 46828
[INFO] Waktu: 36.6s | Jarak: 365 m | RSSI: -57.59 dBm | Tput: 2208.71 Mbps | Delay: 67.3178 ms | Jitter: 0.00490896 ms | Drop: 47476
[INFO] Waktu: 36.8s | Jarak: 367 m | RSSI: -57.6374 dBm | Tput: 2200.58 Mbps | Delay: 67.6235 ms | Jitter: 0.00500192 ms | Drop: 47550
[INFO] Waktu: 37s | Jarak: 369 m | RSSI: -57.6846 dBm | Tput: 2196.05 Mbps | Delay: 67.8299 ms | Jitter: 0.00505242 ms | Drop: 47629
[INFO] Waktu: 37.2s | Jarak: 371 m | RSSI: -57.7316 dBm | Tput: 2201.88 Mbps | Delay: 67.577 ms | Jitter: 0.00502129 ms | Drop: 47518
[INFO] Waktu: 37.4s | Jarak: 373 m | RSSI: -57.7783 dBm | Tput: 2206.53 Mbps | Delay: 67.5592 ms | Jitter: 0.00489925 ms | Drop: 47553
[INFO] Waktu: 37.6s | Jarak: 375 m | RSSI: -57.8247 dBm | Tput: 2193.81 Mbps | Delay: 67.69 ms | Jitter: 0.00499601 ms | Drop: 47612
[INFO] Waktu: 37.8s | Jarak: 377 m | RSSI: -57.8709 dBm | Tput: 2202.05 Mbps | Delay: 67.7208 ms | Jitter: 0.0048669 ms | Drop: 47500
[INFO] Waktu: 38s | Jarak: 379 m | RSSI: -57.9169 dBm | Tput: 2196.99 Mbps | Delay: 67.6862 ms | Jitter: 0.0050328 ms | Drop: 47685
[INFO] Waktu: 38.2s | Jarak: 381 m | RSSI: -57.9626 dBm | Tput: 2192.69 Mbps | Delay: 67.8645 ms | Jitter: 0.00511927 ms | Drop: 47619
[INFO] Waktu: 38.4s | Jarak: 383 m | RSSI: -58.0081 dBm | Tput: 2209.47 Mbps | Delay: 67.4676 ms | Jitter: 0.00498292 ms | Drop: 47496
[INFO] Waktu: 38.6s | Jarak: 385 m | RSSI: -58.0533 dBm | Tput: 2189.1 Mbps | Delay: 67.8744 ms | Jitter: 0.00524814 ms | Drop: 47740
[INFO] Waktu: 38.8s | Jarak: 387 m | RSSI: -58.0983 dBm | Tput: 2197.93 Mbps | Delay: 67.7995 ms | Jitter: 0.00515985 ms | Drop: 47527
[INFO] Waktu: 39s | Jarak: 389 m | RSSI: -58.1431 dBm | Tput: 2179.56 Mbps | Delay: 68.021 ms | Jitter: 0.00527337 ms | Drop: 47944
[INFO] Waktu: 39.2s | Jarak: 391 m | RSSI: -58.1876 dBm | Tput: 2173.03 Mbps | Delay: 68.5113 ms | Jitter: 0.00554518 ms | Drop: 48047
[INFO] Waktu: 39.4s | Jarak: 393 m | RSSI: -58.232 dBm | Tput: 2170.67 Mbps | Delay: 68.2503 ms | Jitter: 0.00548688 ms | Drop: 47962
[INFO] Waktu: 39.6s | Jarak: 395 m | RSSI: -58.2761 dBm | Tput: 2156.01 Mbps | Delay: 68.5843 ms | Jitter: 0.00565987 ms | Drop: 48315
[INFO] Waktu: 39.8s | Jarak: 397 m | RSSI: -58.3199 dBm | Tput: 2166.31 Mbps | Delay: 68.5477 ms | Jitter: 0.00542485 ms | Drop: 47999
[INFO] Waktu: 40s | Jarak: 399 m | RSSI: -58.3636 dBm | Tput: 2174.14 Mbps | Delay: 68.5712 ms | Jitter: 0.00569734 ms | Drop: 48170
[INFO] Waktu: 40.2s | Jarak: 401 m | RSSI: -58.407 dBm | Tput: 2153.06 Mbps | Delay: 68.8238 ms | Jitter: 0.00575024 ms | Drop: 48364
[INFO] Waktu: 40.4s | Jarak: 403 m | RSSI: -58.4502 dBm | Tput: 2132.99 Mbps | Delay: 69.0311 ms | Jitter: 0.00610027 ms | Drop: 48618
[INFO] Waktu: 40.6s | Jarak: 405 m | RSSI: -58.4932 dBm | Tput: 2159.13 Mbps | Delay: 69.1385 ms | Jitter: 0.00592894 ms | Drop: 48368
[INFO] Waktu: 40.8s | Jarak: 407 m | RSSI: -58.536 dBm | Tput: 2127.63 Mbps | Delay: 69.3446 ms | Jitter: 0.00613671 ms | Drop: 48743
[INFO] Waktu: 41s | Jarak: 409 m | RSSI: -58.5786 dBm | Tput: 2134.87 Mbps | Delay: 69.4308 ms | Jitter: 0.00625045 ms | Drop: 48667
[INFO] Waktu: 41.2s | Jarak: 411 m | RSSI: -58.6209 dBm | Tput: 2113.44 Mbps | Delay: 69.9749 ms | Jitter: 0.00654063 ms | Drop: 49054
[INFO] Waktu: 41.4s | Jarak: 413 m | RSSI: -58.6631 dBm | Tput: 2118.09 Mbps | Delay: 69.6316 ms | Jitter: 0.00650501 ms | Drop: 48898
[INFO] Waktu: 41.6s | Jarak: 415 m | RSSI: -58.7051 dBm | Tput: 2108.79 Mbps | Delay: 70.3111 ms | Jitter: 0.00664419 ms | Drop: 49178
[INFO] Waktu: 41.8s | Jarak: 417 m | RSSI: -58.7468 dBm | Tput: 2092.65 Mbps | Delay: 70.4296 ms | Jitter: 0.00685835 ms | Drop: 49224
[INFO] Waktu: 42s | Jarak: 419 m | RSSI: -58.7884 dBm | Tput: 1799.67 Mbps | Delay: 77.9615 ms | Jitter: 0.00858286 ms | Drop: 54466
[INFO] Waktu: 42.2s | Jarak: 421 m | RSSI: -58.8298 dBm | Tput: 1920.02 Mbps | Delay: 76.0411 ms | Jitter: 0.00633532 ms | Drop: 52270
[INFO] Waktu: 42.4s | Jarak: 423 m | RSSI: -58.8709 dBm | Tput: 1901.88 Mbps | Delay: 75.6679 ms | Jitter: 0.00628408 ms | Drop: 52661
[INFO] Waktu: 42.6s | Jarak: 425 m | RSSI: -58.9119 dBm | Tput: 1918.31 Mbps | Delay: 75.3948 ms | Jitter: 0.00623326 ms | Drop: 52414
[INFO] Waktu: 42.8s | Jarak: 427 m | RSSI: -58.9527 dBm | Tput: 1913.42 Mbps | Delay: 75.3713 ms | Jitter: 0.00621232 ms | Drop: 52414
[INFO] Waktu: 43s | Jarak: 429 m | RSSI: -58.9933 dBm | Tput: 1902.82 Mbps | Delay: 75.6623 ms | Jitter: 0.00629124 ms | Drop: 52627
[INFO] Waktu: 43.2s | Jarak: 431 m | RSSI: -59.0337 dBm | Tput: 1914.31 Mbps | Delay: 75.3928 ms | Jitter: 0.00621855 ms | Drop: 52446
[INFO] Waktu: 43.4s | Jarak: 433 m | RSSI: -59.0739 dBm | Tput: 1915.07 Mbps | Delay: 75.3331 ms | Jitter: 0.00622377 ms | Drop: 52313
[INFO] Waktu: 43.6s | Jarak: 435 m | RSSI: -59.1139 dBm | Tput: 1913.95 Mbps | Delay: 75.2894 ms | Jitter: 0.00620228 ms | Drop: 52447
[INFO] Waktu: 43.8s | Jarak: 437 m | RSSI: -59.1537 dBm | Tput: 1913.07 Mbps | Delay: 75.4778 ms | Jitter: 0.00624778 ms | Drop: 52491
[INFO] Waktu: 44s | Jarak: 439 m | RSSI: -59.1934 dBm | Tput: 1908.36 Mbps | Delay: 75.628 ms | Jitter: 0.00624704 ms | Drop: 52414
[INFO] Waktu: 44.2s | Jarak: 441 m | RSSI: -59.2329 dBm | Tput: 1916.66 Mbps | Delay: 75.3777 ms | Jitter: 0.00620623 ms | Drop: 52413
[INFO] Waktu: 44.4s | Jarak: 443 m | RSSI: -59.2722 dBm | Tput: 1912.95 Mbps | Delay: 75.4908 ms | Jitter: 0.00624224 ms | Drop: 52414
[INFO] Waktu: 44.6s | Jarak: 445 m | RSSI: -59.3113 dBm | Tput: 1915.43 Mbps | Delay: 75.2721 ms | Jitter: 0.00621503 ms | Drop: 52414
[INFO] Waktu: 44.8s | Jarak: 447 m | RSSI: -59.3503 dBm | Tput: 1909.66 Mbps | Delay: 75.5076 ms | Jitter: 0.00625683 ms | Drop: 52448
[INFO] Waktu: 45s | Jarak: 449 m | RSSI: -59.389 dBm | Tput: 1911.83 Mbps | Delay: 75.3074 ms | Jitter: 0.00622625 ms | Drop: 52475
[INFO] Waktu: 45.2s | Jarak: 451 m | RSSI: -59.4276 dBm | Tput: 1911.01 Mbps | Delay: 75.4977 ms | Jitter: 0.00625803 ms | Drop: 52511
[INFO] Waktu: 45.4s | Jarak: 453 m | RSSI: -59.4661 dBm | Tput: 1907.3 Mbps | Delay: 75.5343 ms | Jitter: 0.00624829 ms | Drop: 52477
[INFO] Waktu: 45.6s | Jarak: 455 m | RSSI: -59.5043 dBm | Tput: 1919.61 Mbps | Delay: 75.3154 ms | Jitter: 0.00621328 ms | Drop: 52414
[INFO] Waktu: 45.8s | Jarak: 457 m | RSSI: -59.5424 dBm | Tput: 1914.13 Mbps | Delay: 75.2774 ms | Jitter: 0.00622154 ms | Drop: 52413
[INFO] Waktu: 46s | Jarak: 459 m | RSSI: -59.5804 dBm | Tput: 1912.83 Mbps | Delay: 75.4072 ms | Jitter: 0.00619514 ms | Drop: 52413
[INFO] Waktu: 46.2s | Jarak: 461 m | RSSI: -59.6181 dBm | Tput: 1917.66 Mbps | Delay: 75.3167 ms | Jitter: 0.00621636 ms | Drop: 52415
[INFO] Waktu: 46.4s | Jarak: 463 m | RSSI: -59.6557 dBm | Tput: 1915.6 Mbps | Delay: 75.2595 ms | Jitter: 0.00621524 ms | Drop: 52295
[INFO] Waktu: 46.6s | Jarak: 465 m | RSSI: -59.6932 dBm | Tput: 1915.48 Mbps | Delay: 75.2962 ms | Jitter: 0.00620776 ms | Drop: 52416
[INFO] Waktu: 46.8s | Jarak: 467 m | RSSI: -59.7304 dBm | Tput: 1916.25 Mbps | Delay: 75.2457 ms | Jitter: 0.0062151 ms | Drop: 52327
[INFO] Waktu: 47s | Jarak: 469 m | RSSI: -59.7676 dBm | Tput: 1910.13 Mbps | Delay: 75.459 ms | Jitter: 0.0062544 ms | Drop: 52532
[INFO] Waktu: 47.2s | Jarak: 471 m | RSSI: -59.8045 dBm | Tput: 1915.37 Mbps | Delay: 75.343 ms | Jitter: 0.0062194 ms | Drop: 52396
[INFO] Waktu: 47.4s | Jarak: 473 m | RSSI: -59.8413 dBm | Tput: 1920.37 Mbps | Delay: 75.1301 ms | Jitter: 0.00618471 ms | Drop: 52260
[INFO] Waktu: 47.6s | Jarak: 475 m | RSSI: -59.878 dBm | Tput: 1909.01 Mbps | Delay: 75.3707 ms | Jitter: 0.00624938 ms | Drop: 52545
[INFO] Waktu: 47.8s | Jarak: 477 m | RSSI: -59.9145 dBm | Tput: 1904.53 Mbps | Delay: 75.5594 ms | Jitter: 0.0062644 ms | Drop: 52539
[INFO] Waktu: 48s | Jarak: 479 m | RSSI: -59.9508 dBm | Tput: 1913.89 Mbps | Delay: 75.3977 ms | Jitter: 0.00625385 ms | Drop: 52413
[INFO] Waktu: 48.2s | Jarak: 481 m | RSSI: -59.987 dBm | Tput: 1920.19 Mbps | Delay: 75.1721 ms | Jitter: 0.00621464 ms | Drop: 52413
[INFO] Waktu: 48.4s | Jarak: 483 m | RSSI: -60.0292 dBm | Tput: 1911.89 Mbps | Delay: 75.3613 ms | Jitter: 0.00620265 ms | Drop: 52414
[INFO] Waktu: 48.6s | Jarak: 485 m | RSSI: -60.0589 dBm | Tput: 1914.31 Mbps | Delay: 75.4753 ms | Jitter: 0.00624472 ms | Drop: 52414
[INFO] Waktu: 48.8s | Jarak: 487 m | RSSI: -60.0947 dBm | Tput: 1913.66 Mbps | Delay: 75.2047 ms | Jitter: 0.00622396 ms | Drop: 52413
[INFO] Waktu: 49s | Jarak: 489 m | RSSI: -60.1303 dBm | Tput: 1907.89 Mbps | Delay: 75.4588 ms | Jitter: 0.00625728 ms | Drop: 52487
[INFO] Waktu: 49.2s | Jarak: 491 m | RSSI: -60.1657 dBm | Tput: 1915.43 Mbps | Delay: 75.3773 ms | Jitter: 0.00622294 ms | Drop: 52395
[INFO] Waktu: 49.4s | Jarak: 493 m | RSSI: -60.201 dBm | Tput: 1918.07 Mbps | Delay: 75.2746 ms | Jitter: 0.00619603 ms | Drop: 52359
[INFO] Waktu: 49.6s | Jarak: 495 m | RSSI: -60.2362 dBm | Tput: 1914.25 Mbps | Delay: 75.2515 ms | Jitter: 0.00621203 ms | Drop: 52414
[INFO] Waktu: 49.8s | Jarak: 497 m | RSSI: -60.2712 dBm | Tput: 1916.66 Mbps | Delay: 75.2214 ms | Jitter: 0.0062045 ms | Drop: 52414
[INFO] Waktu: 50s | Jarak: 499 m | RSSI: -60.3061 dBm | Tput: 1916.13 Mbps | Delay: 75.2595 ms | Jitter: 0.00623389 ms | Drop: 52414
[INFO] Waktu: 50.2s | Jarak: 501 m | RSSI: -60.3409 dBm | Tput: 1916.01 Mbps | Delay: 75.2436 ms | Jitter: 0.00621714 ms | Drop: 52413
[INFO] Waktu: 50.4s | Jarak: 503 m | RSSI: -60.3755 dBm | Tput: 1911.72 Mbps | Delay: 75.3539 ms | Jitter: 0.00624122 ms | Drop: 52414
[INFO] Waktu: 50.6s | Jarak: 505 m | RSSI: -60.4099 dBm | Tput: 1906.48 Mbps | Delay: 75.4558 ms | Jitter: 0.00623322 ms | Drop: 52494
[INFO] Waktu: 50.8s | Jarak: 507 m | RSSI: -60.4443 dBm | Tput: 1920.25 Mbps | Delay: 75.2109 ms | Jitter: 0.00621234 ms | Drop: 52333
[INFO] Waktu: 51s | Jarak: 509 m | RSSI: -60.4785 dBm | Tput: 1919.78 Mbps | Delay: 74.9642 ms | Jitter: 0.00618226 ms | Drop: 52376
[INFO] Waktu: 51.2s | Jarak: 511 m | RSSI: -60.5125 dBm | Tput: 1909.83 Mbps | Delay: 75.5795 ms | Jitter: 0.00626553 ms | Drop: 52451
[INFO] Waktu: 51.4s | Jarak: 513 m | RSSI: -60.5465 dBm | Tput: 1918.78 Mbps | Delay: 74.9988 ms | Jitter: 0.0061842 ms | Drop: 52324
[INFO] Waktu: 51.6s | Jarak: 515 m | RSSI: -60.5803 dBm | Tput: 1914.31 Mbps | Delay: 75.3008 ms | Jitter: 0.00621812 ms | Drop: 52487
[INFO] Waktu: 51.8s | Jarak: 517 m | RSSI: -60.6139 dBm | Tput: 1922.79 Mbps | Delay: 75.0526 ms | Jitter: 0.00616614 ms | Drop: 52175
[INFO] Waktu: 52s | Jarak: 519 m | RSSI: -60.6475 dBm | Tput: 1914.48 Mbps | Delay: 75.2681 ms | Jitter: 0.00621695 ms | Drop: 52413
[INFO] Waktu: 52.2s | Jarak: 521 m | RSSI: -60.6809 dBm | Tput: 1920.02 Mbps | Delay: 75.0648 ms | Jitter: 0.00619877 ms | Drop: 52414
[INFO] Waktu: 52.4s | Jarak: 523 m | RSSI: -60.7141 dBm | Tput: 1915.01 Mbps | Delay: 75.2234 ms | Jitter: 0.00622783 ms | Drop: 52387
[INFO] Waktu: 52.6s | Jarak: 525 m | RSSI: -60.7473 dBm | Tput: 1910.83 Mbps | Delay: 75.3882 ms | Jitter: 0.00626569 ms | Drop: 52441
[INFO] Waktu: 52.8s | Jarak: 527 m | RSSI: -60.7803 dBm | Tput: 1917.9 Mbps | Delay: 75.1635 ms | Jitter: 0.00621022 ms | Drop: 52338
[INFO] Waktu: 53s | Jarak: 529 m | RSSI: -60.8132 dBm | Tput: 1914.19 Mbps | Delay: 75.3008 ms | Jitter: 0.00622318 ms | Drop: 52489
[INFO] Waktu: 53.2s | Jarak: 531 m | RSSI: -60.846 dBm | Tput: 1909.6 Mbps | Delay: 75.3723 ms | Jitter: 0.00624263 ms | Drop: 52414
[INFO] Waktu: 53.4s | Jarak: 533 m | RSSI: -60.8787 dBm | Tput: 1919.96 Mbps | Delay: 75.1069 ms | Jitter: 0.0061974 ms | Drop: 52294
[INFO] Waktu: 53.6s | Jarak: 535 m | RSSI: -60.9112 dBm | Tput: 1924.43 Mbps | Delay: 75.0236 ms | Jitter: 0.00615365 ms | Drop: 52277
[INFO] Waktu: 53.8s | Jarak: 537 m | RSSI: -60.9436 dBm | Tput: 1913.84 Mbps | Delay: 75.2273 ms | Jitter: 0.00621392 ms | Drop: 52413
[INFO] Waktu: 54s | Jarak: 539 m | RSSI: -60.9759 dBm | Tput: 1913.42 Mbps | Delay: 75.3152 ms | Jitter: 0.00623054 ms | Drop: 52414
[INFO] Waktu: 54.2s | Jarak: 541 m | RSSI: -61.0081 dBm | Tput: 1909.6 Mbps | Delay: 75.3596 ms | Jitter: 0.00626852 ms | Drop: 52451
[INFO] Waktu: 54.4s | Jarak: 543 m | RSSI: -61.0401 dBm | Tput: 1908.83 Mbps | Delay: 75.3764 ms | Jitter: 0.00625632 ms | Drop: 52632
[INFO] Waktu: 54.6s | Jarak: 545 m | RSSI: -61.072 dBm | Tput: 1914.78 Mbps | Delay: 75.2743 ms | Jitter: 0.00621658 ms | Drop: 52399
[INFO] Waktu: 54.8s | Jarak: 547 m | RSSI: -61.1039 dBm | Tput: 1911.89 Mbps | Delay: 75.2699 ms | Jitter: 0.00624203 ms | Drop: 52429
